index,question,answer,category,l2_category,image_src,image_height,image_width,meta_info_source,meta_info_split,meta_info_image_path,local_path
1441,"Find the spring constant of the bimetallic bar shown in <image 1> in axial motion.
Options: A: $k_{eq}=4.80\cdot10^{7}\frac{N}{m}$, B: $k_{eq}=5.80\cdot10^{7}\frac{N}{m}$, C: $k_{eq}=6.80\cdot10^{7}\frac{N}{m}$, D: nan",B,science & technology,electronics & energy & mechanical eng.,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1441/image/image.jpg?Expires=1745640628&Signature=Q6jAYPyT5EEk~6E8UXqsFIJPlH6Tf6gl-qumx9ncIOouRwe4f2phLvaBZjUaRdpnk1DrQQ~S0ugQrzyhY5mRRi2sS6GK9LGvaGFDT23moRFKuQxiPFopBcvQZP7Ij~~MCJL4vhYBdQhzUK9APysa2QTmNPX0knq6VE9faKVSF1wWRfxhlEO2XCmHo52o27-nqQYAqYCsuBMEpoVrmy4rNxieNnefS7I84xHbE57~79W3mw9JBfWHQGYBlL-esSjkVqlOnhR79ZuBLxEsHfpq6wIO9j~wLZXEXDKsfBj-f46pxTmvRGCUyDsk-Qo6vzgFi-q-9Z39yILErzfMT3oWPA__&Key-Pair-Id=K3EI6M078Z3AC3,534,1290,MMMU,val,images/1441.jpg,data/mmstar/images\1441\image.jpg
1442,"How many arcs connect at node 12 in Figure 3.10? <image 1>
Options: A: 3, B: Other Answers, C: nan, D: nan",A,science & technology,electronics & energy & mechanical eng.,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1442/image/image.jpg?Expires=1745640628&Signature=syHADYPSS4i3QGdg-syu4zeVoulqOxUfZWLjRkXPxfE3KosjXYAyfCbobPXCWrQW~DMT2UmSmC8t-oM3uscTayUe~vSBto340UCDOfROK-zGfmzN40TB-J8amiaEoJgu~Fb8pAqLz8KAxC60Uq~G~QfilCxzrJDy8VR9VB5V7ovZcsumbAKNKev42F6Ccczddg7GwO7EL4h9wPMF4L4QLYnTmFRhy6SJJUOXZSXFteE7F8kA9vtM1psILar7cz4pYhkalWkE~9lPbFucSuCfP~vsCydtxGEWlMqY2BpsRDUxPmI3qZFNInTBGFF7HXD2x7wc2hVpFu4viPulOrxmMA__&Key-Pair-Id=K3EI6M078Z3AC3,534,519,MMMU,val,images/1442.jpg,data/mmstar/images\1442\image.jpg
1443,"What is represented directly under the aorta?
Options: A: femoral artery, B: none of the above, C: renal vein, D: heart",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1443/image/image.jpg?Expires=1745640628&Signature=DTIpISFNPHv0wdJYYD-PWcnsH7hl1t4DoZLH4by3mq2SQOIqH5eL1v95s9y7afMkWqbFThM9XUilHbxrSaK-cbDsHzRgf3dVCOW2uqyIOVWFFWhqddDSiEKPSMkP3-46T1YcRoGdpqwKjSPW4IsVf8AuAnuU1G9vkDkwnH6ViS5dTqX4xQdnoZFl9k8rC8p1JYHPjph6VzrJjRcGChuxmHbIdxUtRFO3e7XJ1kBeJfPeDLpXz3cq-nx1~NoOFKqkrGAtd8WycNs38PMe6lCTYtTX02wfeYFvlGvlGaV8JFa-JEh~TQjgT1~qH8N0V2C~MdH7x6bXxPTh~Dwi9PI0XA__&Key-Pair-Id=K3EI6M078Z3AC3,1326,1024,AI2D_TEST,val,images/1443.jpg,data/mmstar/images\1443\image.jpg
1444,"What is represented by letter B?
Options: A: Water, B: Light Energy, C: Oxygen, D: Carbon Dioxide",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1444/image/image.jpg?Expires=1745640628&Signature=mtcIbjXR-y4dfgYfnZYEMW1-MJow6lhczwPlkfZOmXOzUD268axm8e67-NMD-VJgpY0F3xaJj8qN0dk483Hc2UUmtMFGuuD4LQXH24ruzwEihgnDGVcBy7bZ9ffbCFOmfxxpoB4RTvPA1njtHyCuNZP0QP0UKhkghyJCs53td72Q100ex5f9r480AiX7VphW3Xyz-HfM77qrHHYbQ98MDqQJ-50B~EfLZMrosbI3F6cCGpbHlNDYiq-6mASlROLsZtE5b1JPk7thQD31d7dSjSNde-A3Ln0mlGk58Wa2nYM0KWX~mF0-6J2SVLJZ1zo2fTzOBp6xRTUw0KRT~HMtgA__&Key-Pair-Id=K3EI6M078Z3AC3,312,350,AI2D_TEST,val,images/1444.jpg,data/mmstar/images\1444\image.jpg
1445,"Will these magnets attract or repel each other?
Options: A: repel, B: attract, C: nan, D: nan",B,science & technology,electronics & energy & mechanical eng.,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1445/image/image.jpg?Expires=1745640628&Signature=hxw5JzpN95t5LwGajkpRNl3LENeT8vo5FXCjs6AlY8NvDlFoGhb4q9FsPf2zOLwJcNRrdUahZfODIRhUQGfnS2j1CQTBS1cOZ-7dVRF46TDdYbeV4eY9j6yDmbV4deRLRUOqZie5TneY6B6R5ZZid19m554OUpkL4nJgbJHNNhedwIgju-EmIQ6Mn1Aglb-OCkcZc5XylVAdxr1jKemfPtZmkUDEy0k0ebbJEnf0cG9foTRv4-UZR9cTxdN3JeV9Ssigq2~YHHeihEr3bcFx8PJu2epkB1jIJ1MUQC4fRtIM5wA9ajRUyuMFCb34AoTPsZdbrpWDAlV~ULs9LHuN2g__&Key-Pair-Id=K3EI6M078Z3AC3,53,447,ScienceQA_TEST,val,images/1445.jpg,data/mmstar/images\1445\image.jpg
1446,"Which ocean is highlighted?
Options: A: the Southern Ocean, B: the Pacific Ocean, C: the Arctic Ocean, D: the Indian Ocean",A,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1446/image/image.jpg?Expires=1745640628&Signature=DhTJU-L6f3fK6zBMceAdz-hCdl4UWYVPM2sC9SXNutT8672Xvp0e9hLbDQoGMeUg4z5Pf5AeR-S4jB1B2eWNpP5cHhxjDpeb9mPx47mFJUMW0qZJIktStSJDQlk-cDr6aNyCS84bEUJEdZYAz7~2LZoAO0lbG4R7mZ7JRKPRs2rW0GFx8WigMVMcE9Jtw-IPTng11xP1QeLDtQuBKDXntoSAV2NwA4327jKD~kXRRSboRvgvDVJt6q70giYFsnUBMT5diL7k0bpR-C9NTtzyvxt8PRh5EJDIQ3NT-t-5cMeXcIvJvqopX2spmaxlpLnpC3YkivL9-1wHjjnlS8hVFQ__&Key-Pair-Id=K3EI6M078Z3AC3,358,704,ScienceQA_TEST,val,images/1446.jpg,data/mmstar/images\1446\image.jpg
1447,"Which part of the diagram is above sea level?
Options: A: B, B: G, C: C, D: A",C,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1447/image/image.jpg?Expires=1745640628&Signature=iVA0jYakDNEyGpM70TGbVdr17-N~GewwX3gL2opMdnyydf3low15~Eh1s6jX1cZfNTDaio77BSTjFKmVhFauJd~v-jsm4Z1EAZN4I5nKnTwrxv4iJ4hxTIRdXk7IkF6zMD7c9cagYg9n2RpmeBsUMo6WEf8A7LrrBdQgotd82UwY1RoLO~g7Aao~xgjp5ZotR0SFl03OljDddzJ2fA8p2HUoTJELJ2mw1u2lNkYznDkEYC6SPHV7k53M1lOuSqSMFhrmrLQVAAmFN9zHoV9kkfimf8PKHU~-AKpcKW7-4rxaou0ihgf9GbeJnNf0Jg0q3v9ZnJ6HV4vUQUVLG4jpCw__&Key-Pair-Id=K3EI6M078Z3AC3,169,304,AI2D_TEST,val,images/1447.jpg,data/mmstar/images\1447\image.jpg
1448,"Which picture represent Sagittate?
Options: A: H, B: L, C: A, D: B",A,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1448/image/image.jpg?Expires=1745640628&Signature=iHt78bEl7ssNVAkLmZsTus7LCIGKWnp8nh-Uys6~7-YtXEueER0HNXz81bafU3wvk4DUAVg08m4mAd87UCZD-lwjRSTodrrIktLv-NtEsJy7J2ImwZoDDzMOHkbSbIoqOovJRw5LjIyZbvmFkCzkyuOwbtgup0AKwq-60sIm6MzGlAptdKMAEcPKTv1R2hDyplMa-fHO~2~oUZQ9SZHcA-qLF2F6QhAKMgssaOQuhBy2KSdmteLN57EPPd9Hwe-WGoaeNct~32ztraz-I3aXCviabhkrtGXemz73EJMWWLYyjcIMJLo6FuVqqh1wrm5I76~zkMqdJony2OMPpvGRiw__&Key-Pair-Id=K3EI6M078Z3AC3,1429,1500,AI2D_TEST,val,images/1448.jpg,data/mmstar/images\1448\image.jpg
1449,"The letter F is labeling which leaf?
Options: A: Serrate, B: Crenate, C: Incised, D: Dentate",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1449/image/image.jpg?Expires=1745640628&Signature=Es-0VDUDR3ZMhDcM8xH3yKErLTOsqae2SmzYyW~cYixfSRfkqulyGfsQxK-0q597X~~1WsXOCfq65koZQ3rCeblK0VOCn~qlh~QTSx9t6ylbIv4c4p3wOVmW2O6Qb9dz6D1JpfU1FWPUa-ie1K8Ev-FGS43V5nhF7seL~swWdcgdCTaxOpNhztB5YDl8gFR2aq~sxg6-C8pEec1ZNQk~QjhGbgyNrFLU~vul5v7jVJCQ9SRPNBZJQwG7teuEVpAjEu-FKszQB112KcWpfWORFbY3yMZ7R8D7D~T25CbNYnsE64-X0ZmDx0uXJGO0bHWj3Bkn-61P8B61vab4dmIsxw__&Key-Pair-Id=K3EI6M078Z3AC3,511,575,AI2D_TEST,val,images/1449.jpg,data/mmstar/images\1449\image.jpg
1450,"Sweet potato whitefly denotes ?
Options: A: C, B: A, C: None of the above, D: B",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1450/image/image.jpg?Expires=1745640629&Signature=I2vKULZU0UnyxPS40L-nqT~TwvosptVMMzKnwvy8jGzBroXvcrDHHBjF7Srihsbxye1Tn~Md2lpwMc75SuEg5dGKqwM0SzMOsRFMDqjATqh2NoAXk8Dr-n1uLMuvJtiBFq3kISABAy-c9IixjNNwtTqnK6BeQuybIMl-kkX3i3SkiGWuRQqbD6sDl8bsc1QqPk7MQQdXnkCB7mXxsFMlXKrmQwtfn-xWnxQmseN9xXKtQGVRFrPhr17jpdq81Mgpnyf8HA1Bg61hTdPeWXmuENewYIUFGsPrc4Y~SLqjn2Lpo1jcBsbnZhAd5QQUFL0WdkJB2YqIbgDHugl5GIm9gA__&Key-Pair-Id=K3EI6M078Z3AC3,480,640,AI2D_TEST,val,images/1450.jpg,data/mmstar/images\1450\image.jpg
1451,"Which part is respiratory aperture?
Options: A: A, B: D, C: F, D: E",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1451/image/image.jpg?Expires=1745640629&Signature=IsMKPS4XnDIkJsT74Z-S~ep4tqqlXTtFC92ZYknyhi6qlAGy~zsW04bTLFA1RZ6k96m5NgCvdJDoJBHYThUMBZdydHScC5Sq64pO4zjaHp6jL~ZBXsOTNOAqzhEcIWc9H-KZDa0lEmyBsoC5CORedcdzaw0lSkXJGW3igWUsjocVFhkNLc6tCq~CtnPNm-5iMNSdWnJnQWEvIKuzlIJPP~q8MsVfxjMlXtnUmySEAY4BNXg8TwQRSiAOC~pakTQEM96REiGbTXxH5FH39CZVjDvXZAckpd8vRlCJMsQOeZJUl-1rrk72EjuomCFp92GsWmqIxRZrCLACSZzlFWIZDA__&Key-Pair-Id=K3EI6M078Z3AC3,197,300,AI2D_TEST,val,images/1451.jpg,data/mmstar/images\1451\image.jpg
1452,"What is depicted by letter L?
Options: A: mars, B: jupiter, C: asteroids, D: comets",D,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1452/image/image.jpg?Expires=1745640629&Signature=H-8aZq9jo7Uy8ONZI1RRQpGIQZMcxQlXR0zZ5shn3q~gpUeggYkEpLWxYETzPQNwQpWWDfVDIysGfXuSGLFQi-fkWThX6k1olTD3BCutYriJr18PDKtMtY9s105u~6tuISB12FYY5GCeWOjPIvjYjOFNtie3wGEVMTHF7sc-GZ27vT5B3h5Qsc4U9n5q5uqOc9Uof40Q~ZwIqsM05UEPl9Mi0xnbtGW-Y0w29LmhQsggOZY087-6mZw~rY-hzcbfvqydxsv8IcQhKQxUfTew0sMNighZBfMET5qaRZ3TiQFmGoajFTgdZASKZqCmpesVzkOR5Ap2xb5hNthqFwaIyg__&Key-Pair-Id=K3EI6M078Z3AC3,510,910,AI2D_TEST,val,images/1452.jpg,data/mmstar/images\1452\image.jpg
1453,"What represents flat feet in the diagram?
Options: A: C, B: none of the above, C: A, D: B",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1453/image/image.jpg?Expires=1745640629&Signature=OxcwehXbWNW~jALftIaD~a3ohFfPFSTAyYzJBybJARStFLLzU~HbZHEHPJwUu~2pGiU17-T1ZohdPEnF6-9m-njl5C52BQmGE0kPh8CksofU~Dg32KcZ804AiAzwvlYCvYxMsdKBz~tdjET8pOWBRZzZzP~~lboiDhycU6M9HDW6HctYHxBJI93sJQVAmVCat0y5ces5yF1nvAZ93oXlaMnpr4-BkTnU-raV4~DSgv3MreHQ1966b50s6HONRssOhEhm-Qgz-XHPA4gS1jxZ2n2lIPjtz~LZv6~25XIcHtNzBUUjNh8oO9Z~rmzjfkN-7izrOaCSxOAf6PZhMywLZw__&Key-Pair-Id=K3EI6M078Z3AC3,300,397,AI2D_TEST,val,images/1453.jpg,data/mmstar/images\1453\image.jpg
1454,"Which solution has a higher concentration of green particles?
Options: A: Solution B, B: neither; their concentrations are the same, C: Solution A, D: nan",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1454/image/image.jpg?Expires=1745640629&Signature=RXjbo8PzoV4kJJEkU8QtURPGAKuAdvQV6cu4GcZDU9VSpY1pgRm8q3DZjR2533627FVXkZv18T6xq-T6bQ1vPOMlalqP2R5IC8CJ0Qyn2DxjCzy5JTUfJsFRcbJQa~C2TG4tZNk0AmmJgfX5rr7F3cwXF8mJV-lRpbGdkwv~4A4CTki4wPZE4m6CwgGrtw8VdjtTNPvVPy9P9Mn47CGLEUvTZhgsgT1hANnocVxeSFyRX9IifxG~9H~v2Q8UtEWHUMT51vjCUdtAoXMPa~T9qkpmPackNv2F9WwMX599bkS4br5q1Q410505i5n~bNy0JZRtZY--JNayVK7MXpxcZw__&Key-Pair-Id=K3EI6M078Z3AC3,251,378,ScienceQA_TEST,val,images/1454.jpg,data/mmstar/images\1454\image.jpg
1455,"Determine the vertical displacements at A of the pin-connected  structure in Figure P9.31. Given: E = 200 GPa,  AAB = 1000 mm2 , and AAC = AAD = 500 mm2 . <image 1>
Options: A: 4.32 mm, B: 4.12 mm, C: 4.22 mm, D: nan",B,science & technology,electronics & energy & mechanical eng.,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1455/image/image.jpg?Expires=1745640629&Signature=u5cgVJ9b5Pu~BadhGCCxvCpqvv4ztbPhrOrAlbOTfoT-SDw6Dw7ldddMg2fACoy3lpN5gDRhJ-xcGCJ4a~-GVo0ML0FvjyDlnL2SLuUmR3aCghfVkZ~u7Cbose6hVGDJLzvDwsb4AtHhNMC6A3nEQ2NEtPr-lC1dH6kBt2zXeTWH65b7Z02ugD3vNm4HfXfhbv9TyPQtkFvcmWM1FJIud2UVGpxnDtNLP9PXUDKoQfLpqooYWNAldrIoOKZxLEVNGButvNbrrjFDdRV2ocQd0j-NH3Gi9VTRBU3wWujuDK3szyNwzJ4xSg8cMC05kBRVuN6s7fTY444PM-PzHh~JuQ__&Key-Pair-Id=K3EI6M078Z3AC3,382,426,MMMU,val,images/1455.jpg,data/mmstar/images\1455\image.jpg
1456,"The adjacency list of a directed graph is given as follows. Starting from the vertex V1 and traversing according to the depth-first search method, the obtained vertex sequence is<image 1>
Options: A: V1,V5,V4,V7,V6,V2,V3, B: V1,V2,V3,V4,V7,V6,V5, C: V1,V5,V4,V7,V6,V3,V2, D: V1,V5,V6,V4,V7,V2,V3",C,science & technology,electronics & energy & mechanical eng.,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1456/image/image.jpg?Expires=1745640629&Signature=w7injSQwZ92XlQbnFH73G7zaf0xzNis4BegejeMorsx58vgyjYUf140EfzRi~YpSqLdBLjD6xJCTPjwHt6rXr9hCOUBMashtPoBqeahZ3po6e5agUeSedKRe1~uB69aygQvZYpTW6ak79VVBCu2Of8ophfZZY-9WwillOUN3-w5IGfOOuEY1qSn-FLpv-AMkN-Uj~yI2ti~HVHU1dJmxp~Ke1rPNf7Kq3vsMiwB0lfXHbDBd5XZkx2dtPqINsMf0tb~pcPLXNPc7nR06PofLuD2e8Il2DGF5SCWuNdTDrFnMHjqaErMd5qFabO4~rfidAVC8lNSN9BRiz7kSQaiNbw__&Key-Pair-Id=K3EI6M078Z3AC3,157,232,MMMU,val,images/1456.jpg,data/mmstar/images\1456\image.jpg
1457,"Where do the axons of this nucleus terminate? <image 1> 
Options: A: Muscles of pharynx and larynx., B: Postganglionic parasympathetic cell bodies., C: Smooth muscle of viscera., D: nan",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1457/image/image.jpg?Expires=1745640629&Signature=0HqF6P7B~rvf3X3Kf94NJvYlHTOklcxI~CKfN2emwAFCfIGBiG5MTfgecfDT8h-ZUOatJAoQnEZ4TMkjxa3WG5P7MKmpgyeKbJWyunNw6oQJjBZHgQMfXgur2fRFUEsro8qC2M5SlfqME72VWW8zXLfcKDdwPO~hCHxrJy-VO8gHUZAsBfzq9uNgqSKqrsYgN08CstEfOzfZ08soxhybEG3z1b32icYycBfaqc2lawuYoofnj9c0zLABLSbFhxApE8yspGf2Mz5KkaKlnxy8Rk59~KO84WpB4AxEtqMwWLlBWM3tePvrb1Ib8sYTuBeDlIrdmiTPNvPG~Hj4PIV0qA__&Key-Pair-Id=K3EI6M078Z3AC3,260,330,MMMU,val,images/1457.jpg,data/mmstar/images\1457\image.jpg
1458,"Find the effective (rms) value (in terms of A) of the three periodic current waveforms shown in <image 1>.
Options: A: 2.83, B: Other Answers, C: nan, D: nan",A,science & technology,electronics & energy & mechanical eng.,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1458/image/image.jpg?Expires=1745640629&Signature=lTGmMm91bkPGvGAcMPvMa942ugpkd9-knY8GMv8cg4aTqUw54JM2cnR1knnx6BXQeeiH-clum~ARj8wYbcJ-uG5yoMUnKL1wDoPGDXZmG0ixzlXG1J6xKL5OlAxml2XebO0yKzfT~o40uzVv2vDW2RaTW6p3DkRuZ6C6j6xD5Q0kVeT-VPOnP9woU7owIl5s6PQ3RbClK6y5YeZobIYX17Szlbc~c7h0ZFLANXo~-~5uCuqATX3ZPWKhNXDQ0RLwp6AVlXrFcttd6yZxxM0RUEEo7Tqd2VG5bo5PBCOLiD0HTVXZ-g6WpI6zMwIc2J9varvUxYAte4XtAc0wryFsFg__&Key-Pair-Id=K3EI6M078Z3AC3,204,470,MMMU,val,images/1458.jpg,data/mmstar/images\1458\image.jpg
1459,"If F is sunlight, what must D be?
Options: A: New Moon, B: First Quarter, C: Third Quarter, D: Full Moon",A,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1459/image/image.jpg?Expires=1745640629&Signature=QfxY6xzsp-WWiObQq3pR1EZ668WgxcIJnT7PmsYeJC6Zjp3chYy2ZglTAGpgD96nxMc3v-wRn8XzTYYOm7pYbcDDvgOf8DbfoOyuaLI8ELtjg1FAQvUJm9G5tAL6ZunVWGNVpqe8q0iou5y7nhsVavl5xuMIXi6jjrj5Vr9ZJMpy99aa9vxS5YZLYqAtAHoXKozHJ~k3ksu9~hRimirt60XrA-7OuTzShZj~av4hMv-WwcCmHaqh6wFFOZNUGzrOyKnM3lD7VixUtrF3GqnKdt4Do5TSin7CH3jupeg7iD9a5zF18XgFAJwbNFYnt3QEdseR5FRQJBBlt-P6O1SW1w__&Key-Pair-Id=K3EI6M078Z3AC3,375,455,AI2D_TEST,val,images/1459.jpg,data/mmstar/images\1459\image.jpg
1460,"Of these molecular structures, which one is known as the Pseudoguaianolide?
Options: A: E, B: C, C: D, D: F",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1460/image/image.jpg?Expires=1745640629&Signature=F57boNM1sZXZTR77jBm5UmdcxyboKCi-LoxmonO-GQGB1TmLvObvtwGnb9ESlLVnJMAbQJmrgFMEU3ZQ1dr3UNFHH~s9PCQXtPQil8jr0LjKylhF8YPwFM3QbCW7YUSpDFIW8PoEK8R8Od4rZllRopxpsWaIeFX4u6aD2-F2HkF5s40Dsbv6w9TyN3S8jFSFgBGDhn1UZqAYzOCOSNKdxwfaBaVzd3vnVLiwSipAuoAAjdCei3O45-ghMJFatlYQ-UjAwPirdzjWVzYscjCcDuFZc5fAmBCQfel5dY-3EgMtj58gARSxEa~yOp7iSk9cqDAC5bjRUWZ9c8ncsYqFCQ__&Key-Pair-Id=K3EI6M078Z3AC3,589,264,AI2D_TEST,val,images/1460.jpg,data/mmstar/images\1460\image.jpg
1461,"Which kind of leaf would you find on a Cottonwood tree?
Options: A: D, B: C, C: A, D: B",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1461/image/image.jpg?Expires=1745640629&Signature=WGnFIdb3aQytxAqBb-0mRtnGRTTr0gE-7zgUejXXc-ppBkArBcjJY-n8TXwpvyWwSRHIkNHXRTNk1GzUFdYKjA6Q8-bB5SVQHzLY0v8PiFJmdbt3sUSPuErwVqljMZ1LxBj-Cy8AgW~4GV4zpB622aB-TgD4T4UCIsJjzWUiRbAAvXch-VsZ31h3OwFBa8t4Oy3Q2d9GjV8vrWx6cpog~cpv9npdFZfg25dtX5feXs90-UUqOXwY0ciZDhKiLJTw62Nc-00iDXL2x4HV-J2fsUCF7rnt73g9bVYkhU30Zwiy~sXCv0A8KdUNWu7MhjvGes5LnnM9~sp2vrs34UqxZw__&Key-Pair-Id=K3EI6M078Z3AC3,382,500,AI2D_TEST,val,images/1461.jpg,data/mmstar/images\1461\image.jpg
1462,"What letter in the diagram represents the Summer Solstice?
Options: A: A, B: F, C: B, D: D",D,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1462/image/image.jpg?Expires=1745640629&Signature=Ppc6xkYZE~5--hooMUIsyKe-4OxI63WWJ~kRmD0nlo2VWMC9Wy3ZnDVjFEiUoHhWQ3maIq8GwRfASuEUN64u5xUMgfqWvWXntKKoaehixOv0dekWWPoiv6pRsSnSH3SQXZ8WYts98VYYEPuJWDgoQxeLQx0JMylRFTM3Ih8uj6n2zbQUXvyp7LdadZu2VHInhEvVgX5qVfg~CkvfYB8-jMJMGFDUkC8bHOvrRfqiA9epzZ4gfbyvwvCfCn10~xGoglQHRPkuuDh~tRLrsYN5SVOedIKlPVAX0gl-rJPkBMNrHLtC1SfOBSteEOGdthf1VPhBxM6~udNjrUN7abrjTw__&Key-Pair-Id=K3EI6M078Z3AC3,231,476,AI2D_TEST,val,images/1462.jpg,data/mmstar/images\1462\image.jpg
1463,"Which of the figure represents linear shape of leaves
Options: A: G, B: F, C: D, D: S",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1463/image/image.jpg?Expires=1745640629&Signature=Tb1MSoNcJPuNdIj277H8396JKHE5yjCj3vFogHX8IrZYp9RoHzWWGhVEYzEVAIdtM1CbmbZz6iwzTaQHDnKPT09aYrq0AcUOH~JYGajgj7pEFq4tFaT6sZ01NnY5WEUZQvizfZ4z1do5ayzNSI1B3hRXIT-dqwMvT15-C8b87VXvQmx7AulnTguhlpG9Nh4UZo05HR4inLHbSof373~pr-1BCx5T-Ekj2zZZJUQ8iprZCsvTQzhw71AVQyFJsjmiNA0OtSB9UptVmEJg6PzNkv8AGkuGzxQbroaefYlZGLysskRXvbyy7TCkWYTOXQvL6PKgs1RpsAinRvN4B3d68A__&Key-Pair-Id=K3EI6M078Z3AC3,1055,725,AI2D_TEST,val,images/1463.jpg,data/mmstar/images\1463\image.jpg
1464,"Which label marks the egg phase?
Options: A: C, B: none of them, C: B, D: A",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1464/image/image.jpg?Expires=1745640629&Signature=GXJjYhtsmVWc0XZZmEo~so1iGThgKg90h4ecVqslJBZk3tAiO~MXNO8UXyvod02v3ASWyeZiMjT1cIn6LAtC10WXVhXA0O3l~rTEEXSVvd-Cdzbq6pijg-t42xi0ORrZPIgj-CP4aGZwa4b-6uMAYQNpcoS1wy0IHl3d9HFSoVqzEVUvtdrXMz7zpCYfbxMp-sYgAjDNUqp7k~d73dnPoWerDpPi96sejNQ0PIsbg3gXH3Z8yIDsVZfvg4yphrR9FkdlsmDCQcUM~7ab6Wg5~ZMs2yaogUvvND0hhrpceQG4MaP6YQ6eyG-Xr9MySwSW7j4bKjF-C281aLnu7DGfZw__&Key-Pair-Id=K3EI6M078Z3AC3,342,600,AI2D_TEST,val,images/1464.jpg,data/mmstar/images\1464\image.jpg
